age,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,date,RowId
57,married,basic.4y,unknown,yes,no,cellular,jul,tue,150,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13009
33,single,basic.9y,no,yes,no,cellular,jul,tue,154,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13010
43,divorced,high.school,no,yes,no,cellular,jul,tue,658,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13011
34,single,university.degree,no,no,no,cellular,jul,tue,117,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13012
47,married,professional.course,unknown,yes,no,cellular,jul,tue,362,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13013
28,married,high.school,no,yes,no,cellular,jul,tue,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13014
32,single,basic.4y,no,yes,no,cellular,jul,tue,145,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13015
27,single,professional.course,no,yes,no,cellular,jul,tue,1061,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13016
37,married,basic.9y,no,unknown,unknown,cellular,jul,tue,268,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13017
38,single,basic.9y,no,yes,no,cellular,jul,tue,237,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13018
28,married,high.school,no,no,yes,cellular,jul,tue,378,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13019
28,married,high.school,no,no,no,cellular,jul,tue,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13020
28,married,high.school,no,yes,no,cellular,jul,tue,286,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13021
26,single,professional.course,unknown,unknown,unknown,cellular,jul,tue,392,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13022
36,married,university.degree,no,yes,no,cellular,jul,tue,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13023
31,single,high.school,no,no,no,cellular,jul,tue,21,35,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13024
33,single,basic.9y,no,no,no,telephone,jul,tue,116,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13025
52,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,201,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13026
30,married,high.school,no,yes,no,cellular,jul,tue,1344,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13027
27,single,professional.course,no,yes,yes,cellular,jul,tue,520,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13028
28,married,basic.9y,unknown,yes,no,cellular,jul,tue,137,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13029
28,single,high.school,no,no,no,cellular,jul,tue,82,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13030
26,single,basic.9y,no,yes,yes,cellular,jul,tue,687,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13031
30,married,university.degree,no,yes,yes,telephone,jul,tue,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13032
48,divorced,professional.course,no,yes,no,telephone,jul,tue,243,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13033
25,married,high.school,no,unknown,unknown,cellular,jul,tue,160,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13034
32,single,basic.4y,no,yes,no,telephone,jul,tue,49,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13035
29,married,high.school,no,no,yes,telephone,jul,tue,65,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13036
28,married,high.school,no,yes,no,cellular,jul,tue,376,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13037
28,single,university.degree,no,yes,no,cellular,jul,tue,476,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13038
45,married,university.degree,unknown,yes,yes,telephone,jul,tue,379,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13039
43,divorced,basic.9y,unknown,no,no,cellular,jul,tue,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13040
49,divorced,high.school,no,yes,no,cellular,jul,tue,155,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13041
33,married,high.school,no,yes,no,cellular,jul,tue,90,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13042
30,single,high.school,no,no,no,telephone,jul,tue,17,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13043
31,single,high.school,no,no,no,cellular,jul,tue,140,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13044
43,married,university.degree,no,no,no,cellular,jul,tue,187,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13045
30,single,professional.course,no,no,no,cellular,jul,tue,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13046
34,single,unknown,no,no,no,cellular,jul,tue,416,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13047
34,married,professional.course,no,yes,no,telephone,jul,tue,389,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13048
38,married,basic.9y,unknown,no,no,cellular,jul,tue,283,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13049
55,married,basic.6y,unknown,yes,no,telephone,jul,tue,554,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13050
33,married,basic.6y,unknown,yes,no,cellular,jul,tue,17,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13051
48,married,high.school,no,yes,no,cellular,jul,tue,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13052
34,single,basic.9y,no,yes,no,cellular,jul,tue,38,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13053
42,married,basic.6y,unknown,no,no,cellular,jul,tue,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13054
35,married,university.degree,no,no,no,cellular,jul,tue,480,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13055
43,divorced,basic.9y,no,yes,no,cellular,jul,tue,141,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13056
27,single,high.school,no,yes,no,cellular,jul,tue,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13057
28,married,professional.course,no,yes,no,cellular,jul,tue,249,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13058
34,married,basic.9y,unknown,yes,no,cellular,jul,tue,227,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13059
40,divorced,high.school,no,yes,no,cellular,jul,tue,256,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13060
23,single,high.school,no,yes,no,cellular,jul,tue,141,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13061
28,married,high.school,no,yes,yes,telephone,jul,tue,153,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13062
34,single,university.degree,no,no,no,cellular,jul,tue,120,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13063
28,married,high.school,no,yes,no,cellular,jul,tue,333,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13064
27,single,professional.course,no,yes,no,cellular,jul,tue,279,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13065
30,married,basic.6y,no,yes,yes,cellular,jul,tue,241,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13066
28,married,high.school,no,no,no,telephone,jul,tue,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13067
28,single,professional.course,no,yes,no,cellular,jul,tue,861,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13068
24,married,unknown,no,yes,no,telephone,jul,tue,114,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13069
24,single,high.school,unknown,no,no,cellular,jul,tue,284,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13070
33,single,high.school,no,no,yes,telephone,jul,tue,127,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13071
48,married,professional.course,no,yes,no,cellular,jul,tue,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13072
26,married,basic.9y,unknown,yes,no,cellular,jul,tue,250,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13073
26,single,professional.course,no,no,no,cellular,jul,tue,529,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13074
50,married,unknown,unknown,yes,no,cellular,jul,tue,244,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13075
24,single,high.school,unknown,no,no,cellular,jul,tue,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13076
25,single,basic.4y,no,no,no,telephone,jul,tue,104,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13077
35,single,high.school,no,no,no,cellular,jul,tue,191,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13078
54,married,high.school,no,yes,no,cellular,jul,tue,369,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13079
35,single,high.school,no,no,no,cellular,jul,tue,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13080
35,single,high.school,no,no,no,cellular,jul,tue,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13081
42,divorced,basic.9y,no,yes,no,cellular,jul,tue,195,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13082
56,divorced,professional.course,no,yes,no,cellular,jul,tue,214,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13083
24,single,high.school,unknown,no,no,cellular,jul,tue,1111,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13084
55,divorced,professional.course,no,no,no,cellular,jul,tue,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13085
33,married,university.degree,no,yes,no,cellular,jul,tue,183,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13086
32,married,basic.9y,unknown,yes,no,telephone,jul,tue,258,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13087
31,single,professional.course,no,no,no,cellular,jul,tue,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13088
25,married,high.school,no,no,no,cellular,jul,tue,329,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13089
29,single,university.degree,no,no,no,cellular,jul,tue,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13090
52,divorced,university.degree,unknown,no,no,cellular,jul,tue,210,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13091
32,married,basic.9y,no,no,no,telephone,jul,tue,320,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13092
32,married,university.degree,unknown,yes,yes,cellular,jul,tue,1011,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13093
32,single,basic.4y,unknown,no,no,cellular,jul,tue,142,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13094
29,single,basic.9y,no,no,no,telephone,jul,tue,280,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13095
39,married,university.degree,no,yes,yes,cellular,jul,wed,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13096
30,single,professional.course,no,yes,no,cellular,jul,wed,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13097
37,married,university.degree,no,yes,no,cellular,jul,wed,353,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13098
29,single,high.school,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13099
29,single,high.school,no,unknown,unknown,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13100
45,married,professional.course,no,yes,no,cellular,jul,wed,95,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13101
34,married,basic.9y,no,yes,no,cellular,jul,wed,477,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13102
38,married,unknown,no,yes,no,cellular,jul,wed,131,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13103
33,married,high.school,no,yes,no,cellular,jul,wed,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13104
34,married,basic.9y,no,yes,no,cellular,jul,wed,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13105
35,single,university.degree,no,no,no,cellular,jul,wed,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13106
33,married,high.school,no,no,no,cellular,jul,wed,254,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13107
45,married,professional.course,no,no,no,cellular,jul,wed,394,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13108
59,divorced,university.degree,unknown,unknown,unknown,cellular,jul,wed,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13109
45,divorced,basic.9y,unknown,no,no,cellular,jul,wed,80,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13110
52,married,professional.course,no,yes,no,cellular,jul,wed,53,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13111
38,married,unknown,no,no,no,cellular,jul,wed,618,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13112
42,married,basic.9y,no,yes,no,cellular,jul,wed,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13113
28,divorced,university.degree,no,yes,no,cellular,jul,wed,136,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13114
28,divorced,university.degree,no,no,no,cellular,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13115
28,divorced,university.degree,no,no,no,cellular,jul,wed,265,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13116
54,married,high.school,no,no,no,telephone,jul,wed,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13117
54,married,high.school,no,no,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13118
37,single,university.degree,no,yes,no,cellular,jul,wed,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13119
29,single,high.school,no,yes,no,cellular,jul,wed,1272,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13120
35,married,university.degree,no,no,no,cellular,jul,wed,182,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13121
40,divorced,basic.9y,no,yes,no,cellular,jul,wed,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13122
25,married,high.school,no,no,no,cellular,jul,wed,95,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13123
57,married,basic.4y,unknown,yes,yes,cellular,jul,wed,253,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13124
32,single,high.school,unknown,yes,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13125
34,single,university.degree,unknown,yes,no,cellular,jul,wed,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13126
25,single,university.degree,no,yes,no,cellular,jul,wed,259,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13127
25,married,basic.9y,no,yes,no,cellular,jul,wed,261,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13128
53,married,university.degree,unknown,no,no,cellular,jul,wed,815,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13129
53,married,university.degree,no,yes,yes,cellular,jul,wed,205,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13130
31,married,basic.9y,no,yes,no,cellular,jul,wed,537,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13131
40,married,professional.course,no,yes,yes,cellular,jul,wed,323,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13132
57,married,basic.6y,no,yes,no,cellular,jul,wed,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13133
31,married,basic.9y,no,no,no,cellular,jul,wed,679,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13134
29,married,high.school,no,yes,no,telephone,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13135
30,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13136
35,single,university.degree,no,yes,no,cellular,jul,wed,2122,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13137
53,married,university.degree,no,yes,no,cellular,jul,wed,618,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13138
43,married,basic.4y,no,yes,no,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13139
51,married,basic.4y,unknown,yes,no,cellular,jul,wed,199,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13140
43,married,basic.4y,no,yes,no,cellular,jul,wed,296,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13141
43,married,basic.4y,no,no,no,cellular,jul,wed,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13142
33,married,basic.9y,unknown,yes,no,cellular,jul,wed,133,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13143
43,married,basic.4y,no,yes,no,cellular,jul,wed,317,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13144
43,married,basic.4y,no,yes,no,cellular,jul,wed,107,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13145
43,married,basic.4y,no,yes,no,cellular,jul,wed,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13146
44,married,basic.4y,unknown,yes,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13147
31,single,high.school,no,no,no,cellular,jul,wed,75,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13148
43,married,basic.4y,no,no,no,cellular,jul,wed,296,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13149
48,married,basic.4y,no,yes,no,cellular,jul,wed,74,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13150
43,married,basic.4y,no,yes,no,cellular,jul,wed,402,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13151
48,married,basic.4y,no,yes,no,cellular,jul,wed,126,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13152
51,married,university.degree,no,yes,no,cellular,jul,wed,65,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13153
36,divorced,high.school,no,yes,no,cellular,jul,wed,389,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13154
33,married,university.degree,no,yes,no,cellular,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13155
36,married,university.degree,no,yes,no,cellular,jul,wed,99,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13156
51,married,university.degree,no,yes,no,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13157
51,married,university.degree,no,yes,no,cellular,jul,wed,420,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13158
35,married,university.degree,no,no,no,cellular,jul,wed,191,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13159
43,married,basic.4y,no,no,yes,cellular,jul,wed,697,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13160
51,married,university.degree,no,yes,no,cellular,jul,wed,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13161
52,divorced,basic.9y,no,yes,no,telephone,jul,wed,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13162
51,married,university.degree,no,no,yes,cellular,jul,wed,110,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13163
24,single,professional.course,no,yes,no,cellular,jul,wed,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13164
34,married,basic.9y,no,no,yes,cellular,jul,wed,45,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13165
51,married,university.degree,no,no,no,cellular,jul,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13166
24,single,professional.course,no,yes,no,cellular,jul,wed,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13167
36,married,university.degree,no,no,yes,cellular,jul,wed,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13168
24,single,professional.course,no,yes,no,cellular,jul,wed,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13169
24,single,professional.course,no,yes,no,cellular,jul,wed,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13170
48,married,basic.4y,no,no,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13171
24,single,professional.course,no,yes,no,cellular,jul,wed,349,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13172
27,married,basic.6y,unknown,yes,no,cellular,jul,wed,62,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13173
27,married,basic.6y,unknown,no,no,cellular,jul,wed,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13174
28,single,high.school,no,yes,no,cellular,jul,wed,51,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13175
36,married,university.degree,no,yes,no,cellular,jul,wed,570,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,2016-07-10T10:00:00,13176
34,married,professional.course,no,yes,no,cellular,jul,wed,99,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13177
34,married,basic.9y,no,yes,no,cellular,jul,wed,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13178
41,single,university.degree,no,yes,yes,cellular,jul,wed,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13179
43,married,basic.6y,no,no,no,cellular,jul,wed,272,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,2016-07-10T10:00:00,13180
